,日期,收盘价(元)
695,2017/12/14,16.1716028156882
696,2017/12/15,15.8940533933694
697,2017/12/18,16.0250915384435
698,2017/12/19,15.9789251141761
699,2017/12/20,16.0391229616635
700,2017/12/21,15.8212232745075
701,2017/12/22,15.5816547516185
702,2017/12/25,16.2593072059715
703,2017/12/26,16.4092645045736
704,2017/12/27,17.9054270002493
705,2017/12/28,16.2615990530554
706,2017/12/29,14.9232660314076
707,2018/01/02,14.8154783173579
708,2018/01/03,14.4037726449361
709,2018/01/04,14.234523215758
710,2018/01/05,14.0613518358017
711,2018/01/08,14.3947275566923
712,2018/01/09,13.7844343710892
713,2018/01/10,14.1531155477641
714,2018/01/11,14.4828708050588
715,2018/01/12,14.0251253836327
716,2018/01/15,15.4447828283121
717,2018/01/16,16.2709818204796
718,2018/01/17,17.1425871734927
719,2018/01/18,18.6985019677406
720,2018/01/19,17.7566536798858
721,2018/01/22,17.8723853833803
722,2018/01/23,18.7289681394779
723,2018/01/24,20.5613598425187
724,2018/01/25,17.6239367932017
725,2018/01/26,16.0756162797302
726,2018/01/29,17.8449125444095
727,2018/01/30,16.2405285276889
728,2018/01/31,16.3688655569976
729,2018/02/01,15.9562339601714
730,2018/02/02,16.2585911463458
731,2018/02/05,18.9614595975688
732,2018/02/06,22.7557404317706
733,2018/02/07,26.7926629577276
734,2018/02/08,28.1146385260168
735,2018/02/09,39.5931871051633
736,2018/02/12,32.2483561915295
737,2018/02/13,31.092859823076
738,2018/02/14,30.0074078907453
739,2018/02/22,26.710043061183
740,2018/02/23,23.917834654721
741,2018/02/26,24.5160457929083
742,2018/02/27,25.8607851015591
743,2018/02/28,26.3105072965584
744,2018/03/01,24.2621712165816
745,2018/03/02,23.9593411112727
746,2018/03/05,22.6192837493312
747,2018/03/06,21.4449869138455
748,2018/03/07,22.3281694598439
749,2018/03/08,21.2427470107316
750,2018/03/09,20.6097986384157
751,2018/03/12,21.6077526670393
752,2018/03/13,22.3147181023238
753,2018/03/14,21.4925681606871
754,2018/03/15,20.7384181865329
755,2018/03/16,21.278815100923
756,2018/03/19,21.4688575949351
757,2018/03/20,21.2036561315284
758,2018/03/21,21.785090448164
759,2018/03/22,21.4797677387243
760,2018/03/23,29.7662988594755
761,2018/03/26,26.4667203307274
762,2018/03/27,24.1933781135362
763,2018/03/28,26.6366783460235
764,2018/03/29,25.9259685581479
765,2018/03/30,25.8202062546147
766,2018/04/02,25.9006015538436
767,2018/04/03,25.9040414111511
768,2018/04/04,25.6330124467328
769,2018/04/09,25.644865194222
770,2018/04/10,23.9510191423505
771,2018/04/11,24.0469788768971
772,2018/04/12,24.7497143567276
773,2018/04/13,25.0808900007522
774,2018/04/16,26.7990156036229
775,2018/04/17,26.5905465938975
776,2018/04/18,26.018586056452
777,2018/04/19,23.8890068775298
778,2018/04/20,22.9837121871077
779,2018/04/23,23.0239663148388
780,2018/04/24,23.180995628983
781,2018/04/25,22.7148909353189
782,2018/04/26,23.0717914869693
783,2018/04/27,24.0495843848953
784,2018/05/02,25.9267780055687
785,2018/05/03,26.1179081947594
786,2018/05/04,26.5605982247538
787,2018/05/07,26.097455811323
788,2018/05/08,25.099636631641
789,2018/05/09,24.2776068258605
790,2018/05/10,22.4929050344052
791,2018/05/11,22.016679911674
792,2018/05/14,20.6186903686747
793,2018/05/15,19.8681800990895
794,2018/05/16,20.3703731178047
795,2018/05/17,18.6000057315495
796,2018/05/18,18.0868593178232
797,2018/05/21,17.9033155878496
798,2018/05/22,17.7088483485193
799,2018/05/23,18.8023341844627
800,2018/05/24,18.1019516805416
801,2018/05/25,17.9022472302015
802,2018/05/28,18.3020889100568
803,2018/05/29,18.6099599587606
804,2018/05/30,22.0032836604905
805,2018/05/31,20.266871955817
806,2018/06/01,20.4894597912878
807,2018/06/04,19.838624617228
808,2018/06/05,19.134820558432
809,2018/06/06,19.064492980411
810,2018/06/07,18.4738068576742
811,2018/06/08,19.475915949979
812,2018/06/11,20.3173042289301
813,2018/06/12,18.6090964147825
814,2018/06/13,19.1534579227698
815,2018/06/14,19.817858000265
816,2018/06/15,20.5003157901468
817,2018/06/19,24.3233600645899
818,2018/06/20,21.4080319623387
819,2018/06/21,20.1895390160495
820,2018/06/22,19.7611556006124
821,2018/06/25,21.1758551771203
822,2018/06/26,21.3611537680145
823,2018/06/27,23.3690386319868
824,2018/06/28,23.9386869400533
825,2018/06/29,22.0522120691182
826,2018/07/02,26.7373395257935
827,2018/07/03,27.0250120239043
828,2018/07/04,27.9579798553431
829,2018/07/05,28.4492903064469
830,2018/07/06,27.0767925314068
831,2018/07/09,24.0090835806387
832,2018/07/10,23.7507607303418
833,2018/07/11,26.6252046504068
834,2018/07/12,24.4265057876972
835,2018/07/13,24.1860868816719
836,2018/07/16,23.914694285099
837,2018/07/17,23.4250147244125
838,2018/07/18,22.3376259554847
839,2018/07/19,21.3587612287612
840,2018/07/20,21.5158954332674
841,2018/07/23,22.6590970840001
842,2018/07/24,24.4424377836753
843,2018/07/25,24.3529247649236
844,2018/07/26,23.1912623991977
845,2018/07/27,22.0516248997881
846,2018/07/30,22.4335411302258
847,2018/07/31,22.2573263207847
